X,Y,Date,ConfirmedCovidCases,TotalConfirmedCovidCases,ConfirmedCovidDeaths,TotalCovidDeaths,StatisticsProfileDate,CovidCasesConfirmed,HospitalisedCovidCases,RequiringICUCovidCases,HealthcareWorkersCovidCases,ClustersNotified,HospitalisedAged5,HospitalisedAged5to14,HospitalisedAged15to24,HospitalisedAged25to34,HospitalisedAged35to44,HospitalisedAged45to54,HospitalisedAged55to64,Male,Female,Unknown,Aged1to4,Aged5to14,Aged15to24,Aged25to34,Aged35to44,Aged45to54,Aged55to64,Median_Age,CommunityTransmission,CloseContact,TravelAbroad,FID,HospitalisedAged65to74,HospitalisedAged75to84,HospitalisedAged85up,Aged65to74,Aged75to84,Aged85up
-856335.869598373,7036492.39571864,2020-08-13 00:00:00+00:00,92,26929,0.0,1774,2020/08/11 00:00:00+00,26819.0,3341.0,441.0,8520.0,2465.0,24.0,18.0,74.0,204.0,273.0,445.0,493.0,11643.0,15173.0,3.0,231.0,409.0,2145.0,4626.0,4733.0,4772.0,3339.0,32.0,0,0,0,165,592.0,744.0,473.0,1861.0,2312.0,2378.0
-856335.869598373,7036492.39571864,2020-08-14 00:00:00+00:00,67,26995,0.0,1774,2020/08/12 00:00:00+00,26906.0,3343.0,441.0,8526.0,2474.0,24.0,18.0,74.0,205.0,273.0,445.0,493.0,11682.0,15221.0,3.0,234.0,416.0,2169.0,4645.0,4743.0,4781.0,3348.0,31.0,0,0,0,166,592.0,744.0,474.0,1863.0,2314.0,2380.0
-856335.869598373,7036492.39571864,2020-08-15 00:00:00+00:00,200,27191,0.0,1774,2020/08/13 00:00:00+00,26973.0,3346.0,442.0,8529.0,2477.0,24.0,18.0,74.0,205.0,274.0,446.0,493.0,11718.0,15252.0,3.0,236.0,420.0,2185.0,4658.0,4755.0,4791.0,3351.0,33.0,0,0,0,167,592.0,745.0,474.0,1867.0,2315.0,2382.0
-856335.869598373,7036492.39571864,2020-08-16 00:00:00+00:00,66,27257,0.0,1774,2020/08/14 00:00:00+00,27171.0,3351.0,444.0,8547.0,2487.0,24.0,18.0,74.0,205.0,275.0,448.0,493.0,11821.0,15347.0,3.0,241.0,437.0,2218.0,4702.0,4790.0,4820.0,3370.0,34.0,0,0,0,168,593.0,746.0,474.0,1879.0,2317.0,2384.0
-856335.869598373,7036492.39571864,2020-08-17 00:00:00+00:00,56,27313,0.0,1774,2020/08/15 00:00:00+00,27235.0,3351.0,444.0,8554.0,2497.0,24.0,18.0,74.0,205.0,275.0,448.0,493.0,11855.0,15377.0,3.0,244.0,443.0,2230.0,4714.0,4800.0,4832.0,3375.0,33.0,0,0,0,169,593.0,746.0,474.0,1883.0,2317.0,2384.0
-856335.869598373,7036492.39571864,2020-08-18 00:00:00+00:00,190,27499,1.0,1775,2020/08/16 00:00:00+00,27288.0,3351.0,444.0,8561.0,2496.0,24.0,18.0,74.0,205.0,275.0,448.0,493.0,11883.0,15402.0,3.0,246.0,451.0,2242.0,4724.0,4809.0,4837.0,3380.0,31.0,0,0,0,170,593.0,746.0,474.0,1885.0,2317.0,2384.0
-856335.869598373,7036492.39571864,2020-08-19 00:00:00+00:00,54,27547,2.0,1775,2020/08/17 00:00:00+00,27472.0,3354.0,444.0,8575.0,2520.0,24.0,18.0,74.0,205.0,276.0,449.0,493.0,11956.0,15513.0,3.0,251.0,465.0,2278.0,4769.0,4846.0,4867.0,3390.0,32.0,0,0,0,171,594.0,746.0,474.0,1890.0,2318.0,2385.0
-856335.869598373,7036492.39571864,2020-08-20 00:00:00+00:00,136,27676,1.0,1776,2020/08/18 00:00:00+00,27526.0,3358.0,445.0,8579.0,2568.0,24.0,18.0,74.0,206.0,276.0,450.0,494.0,11981.0,15542.0,3.0,253.0,469.0,2293.0,4780.0,4850.0,4875.0,3396.0,29.0,0,0,0,172,594.0,747.0,474.0,1893.0,2319.0,2385.0
-856335.869598373,7036492.39571864,2020-08-21 00:00:00+00:00,80,27755,0.0,1776,2020/08/19 00:00:00+00,27661.0,3359.0,445.0,8587.0,2577.0,24.0,18.0,74.0,206.0,276.0,450.0,494.0,12036.0,15622.0,3.0,257.0,481.0,2330.0,4810.0,4873.0,4883.0,3411.0,27.0,0,0,0,173,594.0,747.0,475.0,1896.0,2320.0,2387.0
-856335.869598373,7036492.39571864,2020-08-22 00:00:00+00:00,156,27908,2.0,1777,2020/08/20 00:00:00+00,27736.0,3360.0,445.0,8592.0,2570.0,24.0,18.0,74.0,206.0,276.0,450.0,494.0,12074.0,15659.0,3.0,260.0,486.0,2348.0,4828.0,4885.0,4890.0,3421.0,30.0,0,0,0,174,595.0,747.0,475.0,1898.0,2320.0,2387.0
-856335.869598373,7036492.39571864,2020-08-23 00:00:00+00:00,61,27969,0.0,1777,2020/08/21 00:00:00+00,27886.0,3362.0,445.0,8606.0,2579.0,24.0,18.0,74.0,207.0,276.0,450.0,494.0,12150.0,15733.0,3.0,270.0,496.0,2376.0,4863.0,4909.0,4910.0,3433.0,32.0,0,0,0,175,596.0,747.0,475.0,1904.0,2325.0,2387.0
-856335.869598373,7036492.39571864,2020-08-24 00:00:00+00:00,147,28116,0.0,1777,2020/08/22 00:00:00+00,27946.0,3363.0,445.0,8612.0,2580.0,24.0,18.0,74.0,207.0,276.0,450.0,494.0,12180.0,15763.0,3.0,271.0,500.0,2396.0,4873.0,4916.0,4922.0,3438.0,29.0,0,0,0,176,596.0,748.0,475.0,1904.0,2326.0,2387.0
-856335.869598373,7036492.39571864,2020-08-25 00:00:00+00:00,92,28201,0.0,1777,2020/08/23 00:00:00+00,28092.0,3369.0,447.0,8625.0,2584.0,24.0,18.0,75.0,208.0,276.0,451.0,497.0,12260.0,15829.0,3.0,274.0,508.0,2443.0,4901.0,4934.0,4936.0,3452.0,29.0,0,0,0,177,596.0,748.0,475.0,1912.0,2331.0,2388.0
-856335.869598373,7036492.39571864,2020-08-26 00:00:00+00:00,164,28363,0.0,1777,2020/08/24 00:00:00+00,28183.0,3371.0,447.0,8628.0,2633.0,25.0,18.0,75.0,208.0,276.0,452.0,497.0,12313.0,15867.0,3.0,277.0,519.0,2464.0,4915.0,4947.0,4952.0,3458.0,31.0,0,0,0,178,596.0,748.0,475.0,1917.0,2333.0,2388.0
-856335.869598373,7036492.39571864,2020-08-27 00:00:00+00:00,93,28453,0.0,1777,2020/08/25 00:00:00+00,28345.0,3375.0,447.0,8637.0,2649.0,25.0,18.0,77.0,208.0,277.0,453.0,497.0,12395.0,15947.0,3.0,280.0,528.0,2504.0,4951.0,4965.0,4982.0,3470.0,32.0,0,0,0,179,596.0,748.0,475.0,1924.0,2338.0,2389.0
-856335.869598373,7036492.39571864,2020-08-28 00:00:00+00:00,128,28579,0.0,1777,2020/08/26 00:00:00+00,28438.0,3379.0,447.0,8652.0,2656.0,25.0,18.0,78.0,208.0,277.0,454.0,497.0,12446.0,15989.0,3.0,284.0,537.0,2522.0,4966.0,4984.0,4996.0,3479.0,35.0,0,0,0,180,597.0,749.0,475.0,1928.0,2339.0,2389.0
-856335.869598373,7036492.39571864,2020-08-29 00:00:00+00:00,141,28719,0.0,1777,2020/08/27 00:00:00+00,28562.0,3384.0,447.0,8666.0,2734.0,25.0,18.0,78.0,209.0,277.0,454.0,498.0,12513.0,16046.0,3.0,285.0,549.0,2554.0,4993.0,5010.0,5010.0,3486.0,30.0,0,0,0,181,598.0,751.0,475.0,1930.0,2341.0,2389.0
-856335.869598373,7036492.39571864,2020-08-30 00:00:00+00:00,42,28760,0.0,1777,2020/08/28 00:00:00+00,28702.0,3390.0,448.0,8683.0,2741.0,25.0,18.0,79.0,211.0,278.0,455.0,498.0,12586.0,16113.0,3.0,289.0,561.0,2580.0,5022.0,5036.0,5029.0,3498.0,34.0,0,0,0,182,599.0,751.0,475.0,1932.0,2348.0,2392.0
-856335.869598373,7036492.39571864,2020-08-31 00:00:00+00:00,53,28811,0.0,1777,2020/08/29 00:00:00+00,28742.0,3393.0,448.0,8686.0,2741.0,25.0,18.0,79.0,211.0,278.0,455.0,499.0,12605.0,16134.0,3.0,292.0,563.0,2591.0,5029.0,5042.0,5035.0,3500.0,31.0,0,0,0,183,599.0,753.0,475.0,1932.0,2351.0,2392.0
-856335.869598373,7036492.39571864,2020-09-01 00:00:00+00:00,217,29025,0.0,1777,2020/08/30 00:00:00+00,28795.0,3394.0,448.0,8696.0,2733.0,25.0,18.0,80.0,211.0,278.0,455.0,499.0,12633.0,16159.0,3.0,293.0,568.0,2604.0,5039.0,5053.0,5038.0,3509.0,30.0,0,0,0,184,599.0,753.0,475.0,1932.0,2352.0,2392.0
-856335.869598373,7036492.39571864,2020-09-02 00:00:00+00:00,89,29114,1.0,1777,2020/08/31 00:00:00+00,29009.0,3402.0,448.0,8718.0,2783.0,25.0,18.0,80.0,211.0,278.0,455.0,500.0,12735.0,16271.0,3.0,300.0,591.0,2652.0,5079.0,5084.0,5067.0,3524.0,30.0,0,0,0,185,599.0,758.0,477.0,1940.0,2359.0,2398.0
-856335.869598373,7036492.39571864,2020-09-03 00:00:00+00:00,95,29206,0.0,1777,2020/09/01 00:00:00+00,29098.0,3408.0,449.0,8728.0,2810.0,25.0,18.0,80.0,211.0,278.0,456.0,501.0,12776.0,16319.0,3.0,302.0,603.0,2678.0,5090.0,5089.0,5078.0,3532.0,31.0,0,0,0,186,599.0,758.0,481.0,1942.0,2366.0,2403.0
-856335.869598373,7036492.39571864,2020-09-04 00:00:00+00:00,98,29303,0.0,1777,2020/09/02 00:00:00+00,29191.0,3412.0,449.0,8740.0,2826.0,25.0,18.0,80.0,211.0,278.0,456.0,502.0,12828.0,16360.0,3.0,306.0,613.0,2697.0,5105.0,5105.0,5087.0,3541.0,33.0,0,0,0,187,602.0,758.0,481.0,1948.0,2369.0,2404.0
-856335.869598373,7036492.39571864,2020-09-05 00:00:00+00:00,231,29534,0.0,1777,2020/09/03 00:00:00+00,29287.0,3420.0,450.0,8763.0,2848.0,26.0,18.0,81.0,211.0,278.0,457.0,503.0,12876.0,16408.0,3.0,313.0,623.0,2716.0,5122.0,5116.0,5101.0,3549.0,31.0,0,0,0,188,602.0,759.0,484.0,1948.0,2371.0,2412.0
-856335.869598373,7036492.39571864,2020-09-06 00:00:00+00:00,138,29672,0.0,1777,2020/09/04 00:00:00+00,29516.0,3428.0,451.0,8790.0,2865.0,26.0,18.0,83.0,211.0,279.0,457.0,503.0,12992.0,16521.0,3.0,319.0,637.0,2764.0,5172.0,5158.0,5128.0,3566.0,34.0,0,0,0,189,605.0,761.0,484.0,1963.0,2378.0,2415.0
-856335.869598373,7036492.39571864,2020-09-07 00:00:00+00:00,102,29774,0.0,1777,2020/09/05 00:00:00+00,29654.0,3430.0,451.0,8817.0,2878.0,26.0,18.0,83.0,211.0,280.0,458.0,503.0,13051.0,16600.0,3.0,326.0,641.0,2795.0,5197.0,5184.0,5147.0,3576.0,35.0,0,0,0,190,605.0,761.0,484.0,1976.0,2380.0,2416.0
-856335.869598373,7036492.39571864,2020-09-08 00:00:00+00:00,307,30080,1.0,1778,2020/09/06 00:00:00+00,29754.0,3434.0,452.0,8828.0,2885.0,26.0,18.0,84.0,211.0,280.0,458.0,504.0,13096.0,16655.0,3.0,331.0,650.0,2819.0,5214.0,5203.0,5158.0,3583.0,31.0,0,0,0,191,606.0,762.0,484.0,1979.0,2384.0,2417.0
-856335.869598373,7036492.39571864,2020-09-09 00:00:00+00:00,84,30164,3.0,1781,2020/09/07 00:00:00+00,30060.0,3438.0,453.0,8854.0,2908.0,26.0,19.0,84.0,211.0,280.0,458.0,504.0,13256.0,16801.0,3.0,347.0,682.0,2880.0,5276.0,5254.0,5192.0,3614.0,31.0,0,0,0,192,607.0,763.0,485.0,1990.0,2388.0,2421.0
-856335.869598373,7036492.39571864,2020-09-10 00:00:00+00:00,196,30360,0.0,1781,2020/09/08 00:00:00+00,30142.0,3442.0,454.0,8861.0,2933.0,26.0,19.0,84.0,211.0,280.0,460.0,504.0,13285.0,16854.0,3.0,356.0,691.0,2892.0,5291.0,5264.0,5202.0,3618.0,32.0,0,0,0,193,607.0,764.0,486.0,1996.0,2392.0,2424.0
-856335.869598373,7036492.39571864,2020-09-11 00:00:00+00:00,211,30571,1.0,1781,2020/09/09 00:00:00+00,30337.0,3449.0,455.0,8880.0,2954.0,26.0,19.0,84.0,211.0,280.0,462.0,506.0,13389.0,16945.0,3.0,359.0,720.0,2916.0,5330.0,5289.0,5234.0,3633.0,36.0,0,0,0,194,610.0,764.0,486.0,2012.0,2398.0,2430.0
-856335.869598373,7036492.39571864,2020-09-12 00:00:00+00:00,159,30730,2.0,1783,2020/09/10 00:00:00+00,30544.0,3457.0,455.0,8906.0,2985.0,26.0,19.0,84.0,212.0,280.0,464.0,507.0,13489.0,17052.0,3.0,369.0,733.0,2962.0,5376.0,5325.0,5256.0,3653.0,32.0,0,0,0,195,614.0,764.0,486.0,2024.0,2399.0,2431.0
-856335.869598373,7036492.39571864,2020-09-13 00:00:00+00:00,255,30985,1.0,1784,2020/09/11 00:00:00+00,30702.0,3464.0,457.0,8920.0,3028.0,27.0,19.0,84.0,212.0,280.0,467.0,508.0,13558.0,17141.0,3.0,376.0,747.0,2992.0,5404.0,5348.0,5280.0,3675.0,34.0,0,0,0,196,615.0,764.0,487.0,2027.0,2403.0,2434.0
-856335.869598373,7036492.39571864,2020-09-14 00:00:00+00:00,208,31192,0.0,1784,2020/09/12 00:00:00+00,30957.0,3474.0,459.0,8935.0,3035.0,28.0,19.0,85.0,213.0,281.0,468.0,511.0,13690.0,17264.0,3.0,386.0,773.0,3047.0,5451.0,5384.0,5304.0,3699.0,33.0,0,0,0,197,617.0,764.0,487.0,2051.0,2408.0,2438.0
-856335.869598373,7036492.39571864,2020-09-15 00:00:00+00:00,357,31549,3.0,1787,2020/09/13 00:00:00+00,31161.0,3480.0,459.0,8946.0,3035.0,28.0,19.0,85.0,213.0,281.0,468.0,512.0,13786.0,17372.0,3.0,389.0,783.0,3112.0,5473.0,5410.0,5341.0,3725.0,36.0,0,0,0,198,620.0,766.0,487.0,2060.0,2413.0,2439.0
-856335.869598373,7036492.39571864,2020-09-16 00:00:00+00:00,254,31799,3.0,1788,2020/09/14 00:00:00+00,31511.0,3493.0,462.0,8971.0,3074.0,28.0,19.0,87.0,214.0,281.0,471.0,514.0,13969.0,17539.0,3.0,401.0,818.0,3201.0,5523.0,5448.0,5391.0,3761.0,32.0,0,0,0,199,623.0,768.0,487.0,2091.0,2422.0,2439.0
-856335.869598373,7036492.39571864,2020-09-17 00:00:00+00:00,240,32023,1.0,1789,2020/09/15 00:00:00+00,31756.0,3501.0,465.0,8990.0,3156.0,28.0,19.0,88.0,214.0,282.0,472.0,515.0,14084.0,17669.0,3.0,412.0,846.0,3253.0,5563.0,5474.0,5428.0,3790.0,32.0,0,0,0,200,627.0,768.0,487.0,2105.0,2429.0,2440.0
-856335.869598373,7036492.39571864,2020-09-18 00:00:00+00:00,253,32271,3.0,1792,2020/09/16 00:00:00+00,31994.0,3519.0,466.0,9008.0,3252.0,29.0,19.0,88.0,215.0,284.0,473.0,519.0,14203.0,17788.0,3.0,427.0,864.0,3286.0,5606.0,5509.0,5464.0,3819.0,36.0,0,0,0,201,629.0,772.0,490.0,2121.0,2437.0,2445.0
-856335.869598373,7036492.39571864,2020-09-19 00:00:00+00:00,274,32538,0.0,1792,2020/09/17 00:00:00+00,32242.0,3531.0,468.0,9023.0,3433.0,29.0,19.0,90.0,215.0,286.0,474.0,522.0,14343.0,17896.0,3.0,433.0,889.0,3346.0,5643.0,5554.0,5500.0,3834.0,34.0,0,0,0,202,631.0,774.0,490.0,2139.0,2442.0,2446.0
-856335.869598373,7036492.39571864,2020-09-20 00:00:00+00:00,396,32933,0.0,1792,2020/09/18 00:00:00+00,32512.0,3540.0,469.0,9048.0,3489.0,29.0,19.0,91.0,215.0,286.0,478.0,522.0,14483.0,18026.0,3.0,441.0,909.0,3411.0,5682.0,5599.0,5535.0,3868.0,35.0,0,0,0,203,633.0,776.0,490.0,2153.0,2449.0,2449.0
-856335.869598373,7036492.39571864,2020-09-21 00:00:00+00:00,188,33121,0.0,1792,2020/09/19 00:00:00+00,32903.0,3552.0,473.0,9075.0,3499.0,29.0,19.0,92.0,215.0,289.0,480.0,522.0,14652.0,18248.0,3.0,454.0,933.0,3504.0,5756.0,5669.0,5589.0,3889.0,32.0,0,0,0,204,636.0,777.0,492.0,2180.0,2456.0,2457.0
-856335.869598373,7036492.39571864,2020-09-22 00:00:00+00:00,334,33444,0.0,1792,2020/09/20 00:00:00+00,33087.0,3564.0,475.0,9083.0,3521.0,29.0,19.0,92.0,215.0,289.0,483.0,525.0,14748.0,18336.0,3.0,458.0,948.0,3543.0,5804.0,5693.0,5614.0,3900.0,31.0,0,0,0,205,640.0,778.0,493.0,2191.0,2461.0,2459.0
-856335.869598373,7036492.39571864,2020-09-23 00:00:00+00:00,234,33675,2.0,1794,2020/09/21 00:00:00+00,33415.0,3572.0,476.0,9108.0,3595.0,29.0,19.0,92.0,215.0,290.0,485.0,526.0,14901.0,18511.0,3.0,470.0,985.0,3625.0,5857.0,5745.0,5650.0,3929.0,30.0,0,0,0,206,641.0,780.0,494.0,2204.0,2470.0,2464.0
-856335.869598373,7036492.39571864,2020-09-24 00:00:00+00:00,324,33994,3.0,1797,2020/09/22 00:00:00+00,33642.0,3577.0,476.0,9127.0,3699.0,29.0,19.0,92.0,216.0,291.0,485.0,527.0,15013.0,18626.0,3.0,470.0,999.0,3700.0,5892.0,5774.0,5678.0,3955.0,31.0,0,0,0,207,642.0,780.0,495.0,2217.0,2476.0,2465.0
-856335.869598373,7036492.39571864,2020-09-25 00:00:00+00:00,326,34315,0.0,1797,2020/09/23 00:00:00+00,33962.0,3589.0,478.0,9154.0,3795.0,29.0,19.0,93.0,216.0,291.0,487.0,530.0,15179.0,18780.0,3.0,479.0,1020.0,3766.0,5947.0,5829.0,5731.0,3985.0,37.0,0,0,0,208,644.0,783.0,496.0,2231.0,2489.0,2469.0
-856335.869598373,7036492.39571864,2020-09-26 00:00:00+00:00,248,34560,5.0,1802,2020/09/24 00:00:00+00,34286.0,3606.0,480.0,9182.0,3874.0,29.0,19.0,93.0,216.0,294.0,490.0,535.0,15340.0,18943.0,3.0,483.0,1042.0,3853.0,6015.0,5872.0,5772.0,4018.0,30.0,0,0,0,209,648.0,785.0,496.0,2247.0,2498.0,2470.0
-856335.869598373,7036492.39571864,2020-09-27 00:00:00+00:00,430,34990,0.0,1802,2020/09/25 00:00:00+00,34534.0,3617.0,482.0,9202.0,3948.0,30.0,20.0,94.0,217.0,294.0,492.0,536.0,15472.0,19059.0,3.0,491.0,1063.0,3917.0,6063.0,5898.0,5805.0,4042.0,30.0,0,0,0,210,651.0,786.0,496.0,2263.0,2504.0,2472.0
-856335.869598373,7036492.39571864,2020-09-28 00:00:00+00:00,390,35377,0.0,1802,2020/09/26 00:00:00+00,34962.0,3626.0,483.0,9223.0,3961.0,30.0,21.0,95.0,218.0,294.0,492.0,538.0,15692.0,19267.0,3.0,500.0,1097.0,4029.0,6154.0,5958.0,5854.0,4071.0,31.0,0,0,0,211,653.0,787.0,497.0,2287.0,2514.0,2482.0
-856335.869598373,7036492.39571864,2020-09-29 00:00:00+00:00,363,35740,1.0,1803,2020/09/27 00:00:00+00,35345.0,3635.0,483.0,9237.0,3971.0,30.0,21.0,95.0,219.0,295.0,494.0,539.0,15878.0,19464.0,3.0,506.0,1122.0,4126.0,6227.0,6007.0,5916.0,4110.0,33.0,0,0,0,212,655.0,789.0,497.0,2306.0,2527.0,2482.0
-856335.869598373,7036492.39571864,2020-09-30 00:00:00+00:00,429,36155,1.0,1804,2020/09/28 00:00:00+00,35702.0,3649.0,484.0,9273.0,4055.0,31.0,21.0,96.0,220.0,297.0,496.0,542.0,16047.0,19652.0,3.0,514.0,1138.0,4221.0,6282.0,6061.0,5969.0,4150.0,36.0,0,0,0,213,658.0,789.0,498.0,2329.0,2535.0,2487.0
-856335.869598373,7036492.39571864,2020-10-01 00:00:00+00:00,442,36597,4.0,1806,2020/09/29 00:00:00+00,36130.0,3669.0,486.0,9309.0,4138.0,31.0,21.0,97.0,222.0,299.0,500.0,544.0,16250.0,19877.0,3.0,531.0,1164.0,4330.0,6352.0,6116.0,6029.0,4198.0,34.0,0,0,0,214,663.0,793.0,498.0,2349.0,2551.0,2494.0
-856335.869598373,7036492.39571864,2020-10-02 00:00:00+00:00,470,37063,1.0,1801,2020/09/30 00:00:00+00,36569.0,3685.0,487.0,9346.0,4237.0,31.0,22.0,98.0,222.0,300.0,503.0,544.0,16473.0,20093.0,3.0,539.0,1186.0,4426.0,6440.0,6196.0,6085.0,4250.0,35.0,0,0,0,215,666.0,799.0,499.0,2370.0,2563.0,2498.0
-856335.869598373,7036492.39571864,2020-10-03 00:00:00+00:00,613,37668,10.0,1810,2020/10/01 00:00:00+00,37027.0,3696.0,488.0,9387.0,4330.0,31.0,22.0,100.0,222.0,301.0,505.0,545.0,16693.0,20331.0,3.0,551.0,1220.0,4536.0,6516.0,6275.0,6160.0,4290.0,34.0,0,0,0,216,667.0,802.0,500.0,2391.0,2570.0,2502.0
-856335.869598373,7036492.39571864,2020-10-04 00:00:00+00:00,364,38032,0.0,1810,2020/10/02 00:00:00+00,37631.0,3709.0,488.0,9416.0,4423.0,32.0,22.0,100.0,224.0,302.0,506.0,549.0,17005.0,20623.0,3.0,570.0,1261.0,4687.0,6617.0,6374.0,6237.0,4357.0,33.0,0,0,0,217,669.0,803.0,501.0,2418.0,2579.0,2515.0
-856335.869598373,7036492.39571864,2020-10-05 00:00:00+00:00,518,38549,0.0,1810,2020/10/03 00:00:00+00,37992.0,3721.0,489.0,9440.0,4443.0,33.0,22.0,101.0,227.0,304.0,506.0,550.0,17199.0,20790.0,3.0,581.0,1280.0,4782.0,6704.0,6429.0,6277.0,4391.0,31.0,0,0,0,218,672.0,804.0,501.0,2430.0,2585.0,2517.0
-856335.869598373,7036492.39571864,2020-10-06 00:00:00+00:00,432,38973,1.0,1811,2020/10/04 00:00:00+00,38508.0,3732.0,491.0,9486.0,4457.0,33.0,23.0,101.0,227.0,307.0,507.0,552.0,17450.0,21055.0,3.0,596.0,1322.0,4911.0,6784.0,6517.0,6352.0,4433.0,34.0,0,0,0,219,673.0,807.0,501.0,2455.0,2601.0,2521.0
-856335.869598373,7036492.39571864,2020-10-07 00:00:00+00:00,611,39584,5.0,1816,2020/10/05 00:00:00+00,38934.0,3763.0,496.0,9539.0,4554.0,34.0,23.0,102.0,229.0,308.0,509.0,565.0,17664.0,21267.0,3.0,605.0,1351.0,5026.0,6841.0,6571.0,6415.0,4492.0,35.0,0,0,0,220,676.0,813.0,503.0,2469.0,2616.0,2532.0
-856335.869598373,7036492.39571864,2020-10-08 00:00:00+00:00,506,40086,1.0,1817,2020/10/06 00:00:00+00,39535.0,3792.0,499.0,9587.0,4651.0,35.0,23.0,105.0,230.0,309.0,512.0,572.0,17962.0,21570.0,3.0,623.0,1390.0,5174.0,6932.0,6629.0,6486.0,4568.0,36.0,0,0,0,221,679.0,818.0,508.0,2505.0,2647.0,2565.0
-856335.869598373,7036492.39571864,2020-10-09 00:00:00+00:00,617,40703,5.0,1821,2020/10/07 00:00:00+00,40038.0,3818.0,503.0,9636.0,4795.0,35.0,24.0,105.0,231.0,310.0,513.0,578.0,18204.0,21831.0,3.0,635.0,1415.0,5323.0,7010.0,6690.0,6556.0,4616.0,33.0,0,0,0,222,682.0,825.0,514.0,2541.0,2662.0,2574.0
-856335.869598373,7036492.39571864,2020-10-10 00:00:00+00:00,1012,41714,3.0,1824,2020/10/08 00:00:00+00,40651.0,3841.0,505.0,9683.0,4904.0,36.0,24.0,106.0,232.0,315.0,517.0,580.0,18512.0,22136.0,3.0,651.0,1462.0,5511.0,7118.0,6782.0,6632.0,4665.0,29.0,0,0,0,223,684.0,831.0,515.0,2560.0,2676.0,2578.0
-856335.869598373,7036492.39571864,2020-10-11 00:00:00+00:00,817,42531,2.0,1826,2020/10/09 00:00:00+00,41650.0,3872.0,509.0,9750.0,4947.0,38.0,25.0,107.0,238.0,315.0,523.0,583.0,19019.0,22628.0,3.0,682.0,1525.0,5804.0,7320.0,6905.0,6772.0,4751.0,30.0,0,0,0,224,690.0,832.0,520.0,2600.0,2688.0,2586.0
-856335.869598373,7036492.39571864,2020-10-12 00:00:00+00:00,825,43351,1.0,1827,2020/10/10 00:00:00+00,42448.0,3906.0,510.0,9788.0,4957.0,39.0,25.0,110.0,242.0,316.0,524.0,585.0,19445.0,23000.0,3.0,702.0,1586.0,6015.0,7462.0,7026.0,6864.0,4828.0,32.0,0,0,0,225,697.0,838.0,528.0,2639.0,2709.0,2599.0
-856335.869598373,7036492.39571864,2020-10-13 00:00:00+00:00,811,44159,3.0,1830,2020/10/11 00:00:00+00,43264.0,3928.0,512.0,9838.0,4955.0,39.0,25.0,113.0,244.0,318.0,528.0,587.0,19876.0,23385.0,3.0,725.0,1641.0,6234.0,7629.0,7125.0,6978.0,4901.0,30.0,0,0,0,226,700.0,841.0,531.0,2675.0,2729.0,2609.0
-856335.869598373,7036492.39571864,2020-10-14 00:00:00+00:00,1095,45243,5.0,1835,2020/10/12 00:00:00+00,44070.0,3952.0,513.0,9895.0,5022.0,39.0,25.0,116.0,248.0,320.0,530.0,591.0,20289.0,23778.0,3.0,745.0,1698.0,6479.0,7773.0,7222.0,7071.0,4979.0,29.0,0,0,0,227,702.0,846.0,533.0,2713.0,2752.0,2620.0
-856335.869598373,7036492.39571864,2020-10-15 00:00:00+00:00,1205,46429,3.0,1838,2020/10/13 00:00:00+00,45142.0,4000.0,516.0,9971.0,5173.0,42.0,25.0,118.0,251.0,323.0,534.0,600.0,20813.0,24325.0,4.0,770.0,1767.0,6795.0,7962.0,7369.0,7201.0,5081.0,31.0,0,0,0,228,710.0,859.0,536.0,2766.0,2781.0,2631.0
-856335.869598373,7036492.39571864,2020-10-16 00:00:00+00:00,1000,47427,3.0,1841,2020/10/14 00:00:00+00,46348.0,4031.0,523.0,10048.0,5265.0,42.0,26.0,119.0,252.0,324.0,541.0,606.0,21429.0,24915.0,4.0,806.0,1858.0,7131.0,8172.0,7547.0,7362.0,5192.0,32.0,0,0,0,229,713.0,866.0,540.0,2819.0,2801.0,2641.0
-856335.869598373,7036492.39571864,2020-10-17 00:00:00+00:00,1276,48678,8.0,1849,2020/10/15 00:00:00+00,47342.0,4053.0,525.0,10108.0,5423.0,42.0,27.0,122.0,258.0,326.0,542.0,608.0,21904.0,25434.0,4.0,846.0,1949.0,7395.0,8328.0,7704.0,7488.0,5292.0,31.0,0,0,0,230,714.0,869.0,543.0,2860.0,2814.0,2647.0
-856335.869598373,7036492.39571864,2020-10-18 00:00:00+00:00,1283,49962,3.0,1852,2020/10/16 00:00:00+00,48609.0,4085.0,527.0,10166.0,5568.0,42.0,29.0,126.0,258.0,330.0,543.0,615.0,22543.0,26062.0,4.0,877.0,2042.0,7758.0,8532.0,7885.0,7665.0,5425.0,31.0,0,0,0,231,719.0,872.0,549.0,2911.0,2835.0,2660.0
-856335.869598373,7036492.39571864,2020-10-19 00:00:00+00:00,1031,50993,0.0,1852,2020/10/17 00:00:00+00,49854.0,4114.0,529.0,10205.0,5590.0,42.0,29.0,126.0,261.0,332.0,547.0,621.0,23151.0,26699.0,4.0,922.0,2171.0,8053.0,8740.0,8057.0,7822.0,5550.0,31.0,0,0,0,232,726.0,876.0,552.0,2972.0,2865.0,2682.0
